year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
2022,NV,13145096.40,7425403.30,8211120.86,13.00,0.10,74590.70,0.38,8233104.02,74527248.02,0.00,30822107.97,226391236.91,1233002891.55,0.00,13771115.53,-626019.13,-0.05
2023,NV,12867269.89,5734818.56,7104461.79,14.00,0.10,83609.90,0.39,6202583.96,73791985.42,0.00,33919458.00,197639697.28,1231108347.07,0.00,13145096.40,-277826.51,-0.02
2024,NV,13516903.63,7074889.70,8280793.66,15.00,,11386.10,0.40,0.00,0.00,0.00,0.00,30958729.23,168759555.30,0.00,12867269.89,649633.74,0.05
1995,NY,13901210.46,144416179.20,39673741.23,8.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,NY,11445200.47,144933554.08,32737636.16,7.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13901210.46,-2456009.99,-0.18
1997,NY,48784637.51,506627245.18,146631100.76,31.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11445200.47,37339437.04,3.26
1998,NY,57228698.57,619352711.13,174053879.58,31.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48784637.51,8444061.06,0.17
1999,NY,58507242.98,552608682.60,162673858.95,33.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57228698.57,1278544.41,0.02
2000,NY,57114438.52,566689275.42,165125480.89,34.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,58507242.98,-1392804.46,-0.02
2001,NY,53195854.01,501855556.00,152307680.13,43.00,0.46,69249.60,0.15,21844102.01,19976445.00,40394985.00,21999919.77,0.00,0.00,0.00,57114438.52,-3918584.51,-0.07
2002,NY,51546524.31,463969936.93,147891846.56,66.00,0.44,70722.00,0.15,21855768.10,20725951.58,39617490.97,24130667.35,0.00,0.00,0.00,53195854.01,-1649329.70,-0.03
2003,NY,53240988.93,507603673.75,134089694.10,70.00,0.39,71304.00,0.15,23788363.10,31901985.11,40679204.97,23327889.13,0.00,0.00,0.00,51546524.31,1694464.62,0.03
2004,NY,55125940.99,456533706.09,123113419.64,72.00,0.40,72035.20,0.14,23318405.48,34717324.99,40640305.14,23259884.73,0.00,0.00,0.00,53240988.93,1884952.06,0.04
2005,NY,56018927.70,354698336.71,117491133.51,73.00,0.38,73875.70,0.14,21934814.85,38918618.44,42443152.06,25104777.16,0.00,0.00,0.00,55125940.99,892986.71,0.02
2006,NY,47912271.01,217372508.45,84698877.51,73.00,0.34,76219.70,0.14,21700610.36,39466126.41,42223898.97,27243869.99,0.00,0.00,0.00,56018927.70,-8106656.69,-0.14
2007,NY,49575411.03,214420987.92,83107821.43,71.00,0.34,77598.70,0.15,21854821.58,44173315.19,42452854.03,25268056.43,0.00,0.00,0.00,47912271.01,1663140.02,0.03
2008,NY,42844447.92,130854745.23,64134223.18,71.00,0.10,81486.60,0.15,57709188.25,122897015.83,129627512.81,81718220.54,1472435325.49,2848037313.20,0.00,49575411.03,-6730963.11,-0.14
2009,NY,38295367.92,92687158.50,49642980.56,80.00,0.10,87960.00,0.16,38800018.40,110562316.92,130453841.72,88083379.28,1059426519.14,2634249578.90,0.00,42844447.92,-4549080.00,-0.11
2010,NY,42563848.18,99136858.52,52662508.87,83.00,0.11,84341.20,0.16,42445584.57,133460531.67,125608605.23,80357715.04,1086117027.46,3451042990.28,0.00,38295367.92,4268480.26,0.11
2011,NY,37445416.58,81512525.85,43400324.90,79.00,0.09,89659.00,0.17,29145292.76,147678236.26,128085026.81,90749550.37,940312955.03,3477532094.20,0.00,42563848.18,-5118431.59,-0.12
2012,NY,35800052.53,35273471.91,34129388.29,78.00,0.09,92495.20,0.17,13753646.50,172634509.73,122323680.28,81534467.31,392893366.02,3672092957.94,0.00,37445416.58,-1645364.05,-0.04
2013,NY,33991141.18,33756648.43,35230390.98,77.00,0.08,95292.10,0.18,14361415.72,159094928.74,134266817.63,84384110.15,437473470.55,3316121380.51,0.00,35800052.53,-1808911.35,-0.05
2014,NY,34692015.64,33351810.43,33751555.46,78.00,0.08,95618.30,0.18,13881189.13,165793663.82,129115871.95,88903167.98,579908081.87,3706887918.23,0.00,33991141.18,700874.46,0.02
2015,NY,33271716.39,17553061.90,25846542.19,78.00,0.08,96611.20,0.18,6948362.99,174594492.73,133808613.00,88970713.30,201675816.21,3909449904.50,0.00,34692015.64,-1420299.25,-0.04
2016,NY,31440499.82,9066318.19,23033007.49,76.00,0.08,98215.60,0.18,5490218.99,170113983.26,124712969.86,91491279.02,148653247.18,3917759067.23,0.00,33271716.39,-1831216.58,-0.06
2017,NY,25302085.92,5121819.06,16735472.42,76.00,0.07,98176.30,0.18,2654592.01,138828398.72,126502227.00,102100943.97,64379230.22,3249329793.59,0.00,31440499.82,-6138413.90,-0.20
2018,NY,28025772.37,9778019.87,19798896.91,77.00,0.07,101876.60,0.19,3175404.00,155040311.14,128757033.00,100425503.88,82512570.41,3546023652.00,0.00,25302085.92,2723686.45,0.11
2019,NY,24903924.16,3944500.25,13901501.05,76.00,0.06,104995.80,0.19,2231024.99,143069741.29,134595053.63,105835251.32,24534027.54,3325025009.08,0.00,28025772.37,-3121848.20,-0.11
2020,NY,26920635.54,1949232.53,13945629.10,76.00,0.10,107845.90,0.19,291172.00,106126512.61,76860151.91,69150948.78,0.00,3648000885.22,0.00,24903924.16,2016711.37,0.08
2021,NY,28558684.93,3145391.72,16146563.95,78.00,0.11,114481.10,0.21,0.00,113513206.54,62353166.06,67197495.75,0.00,3429865880.44,0.00,26920635.54,1638049.40,0.06
2022,NY,30818867.39,5323387.29,17763524.02,78.00,0.12,120411.80,0.22,0.00,122104904.40,53624328.13,66658742.52,0.00,3565577214.99,0.00,28558684.93,2260182.46,0.08
2023,NY,28889912.73,1290883.73,13714775.18,76.00,0.12,132471.40,0.24,0.00,116483561.54,55049845.88,70029060.83,0.00,3581434384.48,0.00,30818867.39,-1928954.66,-0.06
2024,NY,31190963.63,1395786.60,14333756.35,74.00,,18065.30,0.29,0.00,0.00,0.00,0.00,0.00,425777071.84,0.00,28889912.73,2301050.90,0.08
1995,OH,92582383.47,1816005211.78,831508753.04,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,OH,101329576.52,2364821077.09,900780149.36,18.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92582383.47,8747193.05,0.09
1997,OH,135366087.53,2896919478.86,1076548998.53,25.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101329576.52,34036511.00,0.34
1998,OH,138782334.63,2829982134.95,1031959987.98,25.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135366087.53,3416247.10,0.03
1999,OH,133960926.27,2619783820.28,855701778.59,25.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138782334.63,-4821408.36,-0.03
2000,OH,136413489.49,2418916030.35,750309846.88,29.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133960926.27,2452563.22,0.02
2001,OH,128270877.15,2250957198.80,668412764.65,35.00,1.28,1732.80,0.00,82635927.68,1139241.48,15463762.00,510785.00,0.00,0.00,0.00,136413489.49,-8142612.33,-0.06
2002,OH,134790218.07,2264137928.01,740994656.90,38.00,1.37,1733.80,0.00,84795330.18,1827071.33,10864902.00,488329.00,0.00,0.00,0.00,128270877.15,6519340.92,0.05
2003,OH,137142613.37,2351809510.32,710583132.38,42.00,0.94,1774.30,0.00,135297417.32,1900575.85,8475016.00,416333.00,0.00,0.00,0.00,134790218.07,2352395.29,0.02
2004,OH,130003707.63,2183039556.53,533810179.31,42.00,0.88,2622.00,0.01,129424079.78,1763659.86,15950121.00,457857.00,0.00,0.00,0.00,137142613.37,-7138905.74,-0.05
2005,OH,137879300.92,2170969146.06,509402040.07,43.00,0.88,2032.80,0.00,138403509.11,3031343.19,14802733.00,529012.00,0.00,0.00,0.00,130003707.63,7875593.29,0.06
2006,OH,135462039.14,1924576613.48,477510881.74,43.00,0.87,2820.00,0.01,134535932.40,2769262.25,16846939.00,646337.00,0.00,0.00,0.00,137879300.92,-2417261.78,-0.02
2007,OH,138746731.00,1909291639.79,475958814.52,43.00,0.89,2820.00,0.01,134145168.68,4297804.18,15764049.00,425184.00,0.00,0.00,0.00,135462039.14,3284691.85,0.02
2008,OH,136463720.76,1418888806.16,470114854.15,43.00,0.30,2820.00,0.01,395987026.36,8448621.31,52541634.00,1204557.01,9375491507.55,146424100.54,0.00,138746731.00,-2283010.24,-0.02
2009,OH,119960937.72,1201374504.75,191569168.25,40.00,0.29,2847.50,0.01,344665714.74,14291595.44,45618252.00,1625580.00,8497608904.03,257889345.77,0.00,136463720.76,-16502783.04,-0.12
2010,OH,125084089.41,1144253100.67,209678760.58,40.00,0.29,3568.30,0.01,357467932.60,22314426.89,47414409.00,1357569.00,9413543577.96,460125858.13,0.00,119960937.72,5123151.70,0.04
2011,OH,117294855.41,1150926977.90,201363761.43,39.00,0.29,5357.50,0.01,318967753.90,37647915.27,44669238.00,1704869.99,9513097556.74,952577461.31,0.00,125084089.41,-7789234.00,-0.06
2012,OH,102651174.84,647902943.62,162410656.85,40.00,0.26,8755.40,0.02,260514209.82,70671288.51,51260994.00,4276370.99,6820995780.68,1342826991.86,0.00,117294855.41,-14643680.57,-0.12
2013,OH,107841372.27,564281619.93,167631412.34,38.00,0.26,9762.90,0.02,287747530.77,67856217.81,48363750.00,5200069.73,7366423353.37,1307213505.15,0.00,102651174.84,5190197.43,0.05
2014,OH,105733058.39,580703641.99,172524652.21,37.00,0.26,9445.50,0.02,273115421.80,73761104.72,48853320.00,5056000.46,7729352366.22,1443849430.23,0.00,107841372.27,-2108313.88,-0.02
2015,OH,89183248.61,354492162.24,129234663.32,35.00,0.24,9688.10,0.02,219236966.55,90055373.12,52130208.00,5147247.00,6296616873.53,1738281269.29,0.00,105733058.39,-16549809.78,-0.16
2016,OH,86325539.04,188962803.04,108298622.42,31.00,0.24,10575.90,0.03,209967920.63,91653002.52,50452158.00,5433644.19,6511776572.36,2001095914.96,0.00,89183248.61,-2857709.57,-0.03
2017,OH,85828317.12,181496722.14,112037287.30,33.00,0.24,11509.40,0.03,208934679.86,92061828.45,53063367.00,5913262.14,5721395620.72,1964819054.37,0.00,86325539.04,-497221.92,-0.01
2018,OH,82670287.51,173124547.65,101112807.45,35.00,0.22,13363.20,0.03,180099962.63,139987736.75,54945021.00,6339288.18,5043277803.99,3008185776.91,0.00,85828317.12,-3158029.61,-0.04
2019,OH,73210739.37,137794777.18,80818738.60,33.00,0.20,14363.70,0.03,141124456.88,160704088.22,51031683.00,7742908.84,5101676770.64,3492385154.90,0.00,82670287.51,-9459548.14,-0.11
2020,OH,75005609.81,148056470.98,80635149.40,33.00,0.20,16918.00,0.04,138916788.05,163392764.02,54657075.00,8480916.00,3778263135.20,3554085987.84,0.00,73210739.37,1794870.43,0.02
2021,OH,75165352.46,147721677.99,71292070.50,34.00,0.20,24867.80,0.06,140391808.09,170408241.84,52449027.00,11477901.61,3921101490.09,3684766461.18,0.00,75005609.81,159742.65,0.00
2022,OH,77779634.06,131383804.60,62464457.17,34.00,0.19,26283.60,0.06,132077860.28,209392233.38,50480361.00,13722759.50,3722183021.09,4529499592.90,0.00,75165352.46,2614281.60,0.03
2023,OH,70304348.23,81066658.69,43641233.92,33.00,0.18,41558.60,0.09,97198137.21,238357296.72,48619920.00,14074738.98,3380430690.10,5200405786.16,0.00,77779634.06,-7475285.83,-0.10
2024,OH,71830478.52,91740470.77,45638696.30,32.00,,7796.90,0.14,0.00,0.00,0.00,0.00,286134476.05,473312567.63,0.00,70304348.23,1526130.29,0.02
1997,OK,39515140.18,217526689.29,180193943.89,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,OK,38160389.98,198459949.34,184803161.76,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39515140.18,-1354750.20,-0.03
1999,OK,38228831.14,208141757.56,189162687.37,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38160389.98,68441.16,0.00
2000,OK,45685955.21,186834588.45,185860319.62,18.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38228831.14,7457124.07,0.20
2001,OK,46073260.08,202787923.17,169456841.35,20.00,1.25,13539.60,0.07,25425949.05,8822611.70,0.00,2216211.00,0.00,0.00,0.00,45685955.21,387304.87,0.01
2002,OK,48880390.33,212636867.61,171998642.61,22.00,1.28,13766.90,0.06,26429994.05,9439401.08,0.00,1809976.00,0.00,0.00,0.00,46073260.08,2807130.25,0.06
2003,OK,50676282.66,219606010.40,173004148.22,25.00,0.84,15777.60,0.07,37947377.31,20332807.05,0.00,1646695.00,0.00,0.00,0.00,48880390.33,1795892.33,0.04
2004,OK,48248056.02,200194461.35,155760326.48,24.00,0.79,16075.60,0.06,35032492.92,21976044.95,0.00,3315540.89,0.00,0.00,0.00,50676282.66,-2428226.65,-0.05
2005,OK,51842002.75,207970603.47,170038002.99,24.00,0.76,19473.60,0.07,38586080.31,26196133.29,0.00,3324309.02,0.00,0.00,0.00,48248056.02,3593946.73,0.07
2006,OK,51892762.59,212181485.20,165620960.74,25.00,0.73,20888.10,0.08,37158955.51,30779912.51,0.00,2219547.00,0.00,0.00,0.00,51842002.75,50759.84,0.00
2007,OK,51633708.35,200221089.09,153057801.86,24.00,0.71,22415.60,0.08,36357680.12,31284779.54,0.00,4749162.01,0.00,0.00,0.00,51892762.59,-259054.24,0.00
2008,OK,54754456.25,202639066.65,159977755.01,24.00,0.24,22741.40,0.08,111420165.02,98238956.75,0.00,18005264.35,2422362581.93,1787592625.06,0.00,51633708.35,3120747.91,0.06
2009,OK,52529240.05,190613293.92,146714017.51,24.00,0.23,27969.80,0.10,104314302.65,101376660.44,0.00,18346500.01,2243840447.91,1812837079.10,0.00,54754456.25,-2225216.20,-0.04
2010,OK,49871770.58,170269288.17,142878972.06,24.00,0.23,32454.20,0.11,97775563.37,98217610.69,0.00,19391859.61,2093228010.76,1834308875.70,0.00,52529240.05,-2657469.47,-0.05
2011,OK,53045395.23,184702881.34,155966014.64,24.00,0.24,36532.30,0.12,105878364.17,95871422.07,0.00,20877032.99,2049696755.69,1759801711.14,0.00,49871770.58,3173624.66,0.06
2012,OK,50268707.04,154255553.68,128675677.69,24.00,0.22,51773.00,0.17,90970894.57,113802622.54,0.00,27147513.02,2032823471.45,1934998063.40,0.00,53045395.23,-2776688.20,-0.05
2013,OK,46964771.86,149263736.15,98355190.97,24.00,0.21,54017.90,0.17,91666314.80,88287119.21,0.00,39786341.96,1819350247.79,1535177370.27,0.00,50268707.04,-3303935.18,-0.07
2014,OK,44687680.68,145709731.76,75123307.06,24.00,0.21,61606.30,0.19,91009913.79,78362771.31,0.00,39323298.01,1966936012.92,1295298197.18,0.00,46964771.86,-2277091.18,-0.05
2015,OK,42099751.16,123941451.32,54902205.26,25.00,0.18,75388.20,0.22,75242953.45,101838892.82,0.00,49871574.00,2259499357.56,1866375576.48,0.00,44687680.68,-2587929.52,-0.06
2016,OK,37403030.79,98969336.44,48586319.53,25.00,0.16,94801.30,0.27,58682663.96,108151615.45,0.00,67681560.14,1338085619.44,2033068558.03,0.00,42099751.16,-4696720.37,-0.11
2017,OK,32267189.80,84161282.74,41055914.32,25.00,0.15,98762.50,0.27,52918279.28,90208523.34,0.00,76650045.04,1284007974.33,1675983542.83,0.00,37403030.79,-5135840.99,-0.14
2018,OK,34656532.48,61710569.03,41344127.10,24.00,0.13,112764.60,0.29,46879668.03,125347268.35,0.00,87899100.09,1056513302.76,2362926687.45,0.00,32267189.80,2389342.68,0.07
2019,OK,30380181.45,17439611.18,32569580.35,25.00,0.12,116114.30,0.30,24635130.73,134549636.00,0.00,98600777.19,580955329.50,2522874967.73,0.00,34656532.48,-4276351.03,-0.12
2020,OK,28587254.78,14729567.18,32890217.36,26.00,0.11,130007.40,0.33,20065193.30,131838640.34,0.00,96650685.89,513854425.21,2834601177.43,0.00,30380181.45,-1792926.68,-0.06
2021,OK,29986717.24,32236265.91,40013544.35,26.00,0.12,142435.10,0.35,35961878.20,99044448.46,0.00,105888495.45,837227273.75,1905574437.42,0.00,28587254.78,1399462.46,0.05
2022,OK,28438905.80,25569490.34,37385478.44,26.00,0.11,157507.80,0.37,29583614.40,105072383.81,0.00,117939806.95,761158101.83,2065994283.81,0.00,29986717.24,-1547811.44,-0.05
2023,OK,28423963.29,18789564.88,37269490.12,26.00,0.11,163020.60,0.38,18270417.18,131610782.18,0.00,115563926.97,712928727.98,2484887243.34,0.00,28438905.80,-14942.51,0.00
2024,OK,30393008.19,20894621.90,40849827.43,26.00,,16107.80,0.40,0.00,0.00,0.00,0.00,44795811.97,317640753.39,0.00,28423963.29,1969044.89,0.07
1997,OR,2996868.00,11986326.08,6862187.91,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,OR,6173064.35,25266987.45,16456804.45,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2996868.00,3176196.35,1.06
1999,OR,6486351.40,33176348.56,18398042.20,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6173064.35,313287.05,0.05
2000,OR,6481876.20,28773646.64,17020817.59,3.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6486351.40,-4475.20,0.00
2001,OR,8067759.00,35673784.59,22299879.47,4.00,0.20,102792.00,0.73,4447844.00,5579458.22,0.00,28655248.10,0.00,0.00,0.00,6481876.20,1585882.79,0.24
