year,state,total_co2_tons,total_so2_lbs,total_nox_lbs,num_emitting_plants,co2_intensity_tons_per_mwh,renewable_capacity_mw,renewable_capacity_fraction,coal_generation_mwh,gas_generation_mwh,nuclear_generation_mwh,renewable_generation_mwh,coal_consumed_mmbtu,gas_consumed_mmbtu,renewable_consumed_mmbtu,prev_year_co2_tons,yoy_co2_change_tons,yoy_co2_change_pct
2022,ID,1963845.65,19828.29,761252.75,5.00,0.12,50826.40,0.75,0.00,4291187.18,0.00,11334743.55,0.00,190875172.91,0.00,2221538.94,-257693.29,-0.12
2023,ID,2726037.52,27524.19,1134512.02,5.00,0.15,51561.20,0.75,0.00,5635097.95,0.00,11551412.02,0.00,212044967.75,0.00,1963845.65,762191.87,0.39
2024,ID,3116670.55,31468.17,1288174.97,5.00,,5610.00,0.74,0.00,0.00,0.00,0.00,0.00,11444622.00,0.00,2726037.52,390633.04,0.14
1995,IL,46624403.74,895815423.43,294498696.22,13.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,IL,43715547.73,1008369115.02,328800466.16,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,46624403.74,-2908856.01,-0.06
1997,IL,92543328.15,1646806874.40,621360597.74,27.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,43715547.73,48827780.42,1.12
1998,IL,92565495.56,1615272721.62,576007474.69,27.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92543328.15,22167.41,0.00
1999,IL,89882500.49,1420708793.70,544040658.25,30.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92565495.56,-2682995.06,-0.03
2000,IL,94666352.08,859699752.77,454573464.57,37.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89882500.49,4783851.59,0.05
2001,IL,93937687.77,736439238.78,399721879.69,42.00,0.54,482.40,0.00,73860203.03,5613879.19,92358477.00,144029.00,0.00,0.00,0.00,94666352.08,-728664.31,-0.01
2002,IL,100116848.10,707398024.25,348493726.19,53.00,0.56,501.20,0.00,80420654.79,7220789.74,90860108.00,128822.00,0.00,0.00,0.00,93937687.77,6179160.33,0.07
2003,IL,101639389.88,730666354.67,291210983.86,54.00,0.54,1466.00,0.00,86472818.33,4343380.91,94733036.00,156524.03,0.00,0.00,0.00,100116848.10,1522541.78,0.02
2004,IL,107340825.36,725799113.70,282653468.85,55.00,0.56,1711.00,0.00,94912624.20,4003757.49,92047323.00,231602.00,0.00,0.00,0.00,101639389.88,5701435.48,0.06
2005,IL,106104515.41,653264057.88,252188262.04,56.00,0.55,2596.80,0.00,92729486.70,7108255.02,93263001.00,270183.00,0.00,0.00,0.00,107340825.36,-1236309.96,-0.01
2006,IL,105115904.52,560680145.86,237492504.26,55.00,0.55,2673.80,0.00,91865241.42,5350072.62,94154140.00,427843.00,0.00,0.00,0.00,106104515.41,-988610.88,-0.01
2007,IL,109136034.94,545141509.11,236548233.46,55.00,0.55,10400.00,0.02,95626886.06,7381838.66,95728845.00,818154.37,0.00,0.00,0.00,105115904.52,4020130.42,0.04
2008,IL,110263715.45,514861801.03,240020970.44,55.00,0.18,13674.20,0.02,290953172.79,12373898.58,285455082.00,7426634.05,7475735971.40,338948446.55,0.00,109136034.94,1127680.51,0.01
2009,IL,102752939.42,458728346.00,144572209.26,52.00,0.18,21683.20,0.03,271244798.26,12606550.68,286421760.00,8867784.55,7768451921.13,380005971.03,0.00,110263715.45,-7510776.02,-0.07
2010,IL,107087324.10,440190343.61,152611700.97,52.00,0.18,26482.00,0.04,281633280.81,18135657.43,288568761.00,13758966.02,8087968376.54,509050964.90,0.00,102752939.42,4334384.67,0.04
2011,IL,104763076.43,411259055.96,137817421.44,52.00,0.18,35633.30,0.06,270759419.17,19197131.85,287469588.00,19102967.99,8057585855.57,543134946.94,0.00,107087324.10,-2324247.67,-0.02
2012,IL,97303339.73,304337834.26,105708780.65,49.00,0.16,44852.80,0.07,243033333.20,34985509.74,289203927.00,23475939.02,7091772004.61,639058568.05,0.00,104763076.43,-7459736.70,-0.07
2013,IL,99807534.10,271730900.90,100187112.33,47.00,0.16,45379.20,0.07,264371754.56,22017532.08,291394308.00,29392932.00,7304267156.21,327420090.50,0.00,97303339.73,2504194.37,0.03
2014,IL,97949866.81,244922932.31,89153116.34,47.00,0.16,45512.40,0.07,262500427.01,17817762.63,293573700.00,30783090.01,8625323697.48,304258213.21,0.00,99807534.10,-1857667.29,-0.02
2015,IL,86463860.58,189327029.10,70775994.76,49.00,0.15,49141.80,0.08,221809228.19,33837096.32,291846417.00,32763269.51,6975932127.57,591457425.63,0.00,97949866.81,-11486006.23,-0.12
2016,IL,74834517.18,133979384.21,59119663.03,49.00,0.13,51744.80,0.08,181775059.34,50363479.57,295821114.00,32535234.01,5428714900.01,1242626868.29,0.00,86463860.58,-11629343.40,-0.13
2017,IL,71296101.38,109016317.36,58951536.49,49.00,0.13,55134.80,0.09,175652664.74,43285639.24,291573426.00,37335132.74,5603081399.16,985926957.17,0.00,74834517.18,-3538415.80,-0.05
2018,IL,74750905.05,114708892.91,63819042.14,49.00,0.13,59242.70,0.09,179496979.41,51292648.15,294304581.00,36297551.27,5861130094.56,1191325269.48,0.00,71296101.38,3454803.67,0.05
2019,IL,64397363.97,100318014.41,54567818.21,49.00,0.12,66459.30,0.10,146616477.18,63392525.59,296206464.00,43935588.02,4722619003.89,1485783612.78,0.00,74750905.05,-10353541.08,-0.14
2020,IL,46150009.19,72151592.16,38194345.40,44.00,0.09,80510.30,0.12,95868629.78,71346422.97,300738204.00,49318991.57,3421233592.57,1734052308.39,0.00,64397363.97,-18247354.78,-0.28
2021,IL,57315745.34,92659864.20,46060800.57,43.00,0.11,98175.90,0.15,129825359.52,62073455.99,290983374.00,59283602.52,4042634476.01,1503830072.17,0.00,46150009.19,11165736.16,0.24
2022,IL,52570605.03,90585088.58,40207357.41,43.00,0.09,101572.60,0.15,122034513.11,58988833.17,296608743.00,75472216.58,3941489268.26,1293627851.28,0.00,57315745.34,-4745140.32,-0.08
2023,IL,41372311.76,47620716.30,24042207.03,42.00,0.08,115614.50,0.17,81606996.26,85087040.63,292678380.00,71374821.01,3185577805.11,1832845932.95,0.00,52570605.03,-11198293.26,-0.21
2024,IL,41052104.36,45743053.69,23638135.62,39.00,,15862.30,0.21,0.00,0.00,0.00,0.00,296316640.83,144746531.04,0.00,41372311.76,-320207.41,-0.01
1995,IN,71835450.98,1377977348.72,483108285.45,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,IN,71171224.77,1347229531.32,473813539.29,14.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71835450.98,-664226.21,-0.01
1997,IN,136937025.64,1952607660.40,762784142.76,23.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71171224.77,65765800.87,0.92
1998,IN,137345954.32,1936247190.66,732803555.95,23.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,136937025.64,408928.68,0.00
1999,IN,138595053.37,1883654155.50,694432931.43,23.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137345954.32,1249099.05,0.01
2000,IN,139331417.73,1749186149.45,669044178.57,28.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,138595053.37,736364.36,0.01
2001,IN,131333123.84,1590980780.33,630839341.69,32.00,1.37,1072.80,0.00,90560774.46,4361509.83,0.00,570692.00,0.00,0.00,0.00,139331417.73,-7998293.89,-0.06
2002,IN,128574774.90,1557735975.05,562292250.09,34.00,1.30,1072.80,0.00,93648907.77,4633327.25,0.00,411270.00,0.00,0.00,0.00,131333123.84,-2758348.94,-0.02
2003,IN,128961309.92,1609657234.35,522034963.10,33.00,1.05,1072.80,0.00,119285442.21,3292242.72,0.00,423953.00,0.00,0.00,0.00,128574774.90,386535.02,0.00
2004,IN,131146133.99,1725752869.47,448647475.54,35.00,1.03,1072.80,0.00,121502293.33,5048017.43,0.00,443721.00,0.00,0.00,0.00,128961309.92,2184824.07,0.02
2005,IN,133835306.79,1741623359.60,415967557.61,36.00,1.03,1105.20,0.00,123320264.57,6016827.95,0.00,438282.00,0.00,0.00,0.00,131146133.99,2689172.79,0.02
2006,IN,132783016.14,1641986833.47,405469897.50,36.00,1.02,1105.20,0.00,123906429.74,5426631.87,0.00,489515.00,0.00,0.00,0.00,133835306.79,-1052290.65,-0.01
2007,IN,132366578.88,1429058382.86,393132729.23,36.00,1.01,1736.00,0.00,123142205.41,6418124.58,0.00,449936.00,0.00,0.00,0.00,132783016.14,-416437.25,0.00
2008,IN,131288974.38,1191931333.96,393281297.88,37.00,0.34,4001.50,0.01,367053320.52,17501089.70,0.00,2009014.67,8850724873.93,467527227.77,0.00,132366578.88,-1077604.50,-0.01
2009,IN,117544009.82,827400689.63,221937713.02,35.00,0.34,13908.50,0.04,325997884.07,16324313.17,0.00,5719984.68,8456331496.46,415645122.45,0.00,131288974.38,-13744964.56,-0.10
2010,IN,124350073.44,829473708.46,241848312.82,35.00,0.33,17451.60,0.05,338063316.39,25210104.94,0.00,10150721.25,7912732299.41,623439913.35,0.00,117544009.82,6806063.62,0.06
2011,IN,117844571.78,743953676.66,237753763.50,34.00,0.32,17670.30,0.05,313423891.59,39731466.16,0.00,11082570.02,6525160014.16,850078811.19,0.00,124350073.44,-6505501.66,-0.05
2012,IN,107959257.24,547136220.45,207657767.53,35.00,0.31,20057.10,0.05,278435705.28,52790866.84,0.00,10930833.05,6419344070.88,1074082487.18,0.00,117844571.78,-9885314.54,-0.08
2013,IN,108084276.71,536315337.15,202470411.83,34.00,0.33,20832.90,0.05,276887419.95,40421523.14,0.00,11695682.97,6470321411.39,606679618.69,0.00,107959257.24,125019.47,0.00
2014,IN,112385045.39,581332195.43,217358022.30,34.00,0.32,23751.30,0.06,288250418.14,43748140.31,0.00,11768849.71,7319095672.41,622360085.05,0.00,108084276.71,4300768.68,0.04
2015,IN,95558761.85,332785175.32,175637514.98,34.00,0.31,24221.00,0.06,229238278.72,64789531.00,0.00,15156596.95,6315569226.62,953248074.03,0.00,112385045.39,-16826283.54,-0.15
2016,IN,91398382.42,174171200.48,163416595.61,32.00,0.30,26727.30,0.07,210918484.33,75307877.78,0.00,16654738.71,5190076654.29,1243615128.21,0.00,95558761.85,-4160379.44,-0.04
2017,IN,88318233.83,127468165.23,124145055.27,31.00,0.30,30366.70,0.08,208294648.00,69166205.47,0.00,17019434.05,5190527499.64,1036971648.35,0.00,91398382.42,-3080148.59,-0.03
2018,IN,97157239.63,137016891.47,133263325.23,33.00,0.29,33140.90,0.09,224931200.84,95258764.74,0.00,17851594.45,5273308235.39,1535515022.82,0.00,88318233.83,8839005.79,0.10
2019,IN,81473212.69,95559181.66,105308269.74,32.00,0.27,33511.40,0.09,172869518.55,110768030.11,0.00,20383841.42,5002597676.76,1788044876.64,0.00,97157239.63,-15684026.93,-0.16
2020,IN,68290795.20,74762945.23,90504891.60,32.00,0.25,41476.90,0.11,135783149.67,110873089.50,0.00,20749046.95,3999419933.95,1865206463.87,0.00,81473212.69,-13182417.49,-0.16
2021,IN,74599739.56,70660034.46,84691572.38,32.00,0.26,52248.70,0.13,155885601.28,97422502.56,0.00,26336112.01,3487817627.50,1650690729.31,0.00,68290795.20,6308944.36,0.09
2022,IN,74295327.65,66605652.36,79683607.86,31.00,0.25,55802.30,0.14,146035803.16,111175321.03,0.00,34314934.51,4344950900.73,1859224500.99,0.00,74599739.56,-304411.91,0.00
2023,IN,63492834.78,49228710.32,68432825.43,31.00,0.24,64589.90,0.16,117154026.49,117407063.23,0.00,33441435.01,3857528741.25,2064529220.78,0.00,74295327.65,-10802492.86,-0.15
2024,IN,63428948.00,48800634.16,67707726.49,31.00,,11763.10,0.26,0.00,0.00,0.00,0.00,348022135.89,234091235.63,0.00,63492834.78,-63886.78,0.00
1995,KS,10228801.88,58093326.13,60281905.31,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,KS,4757903.60,16172070.38,52147647.45,2.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10228801.88,-5470898.27,-0.53
1997,KS,34239922.99,218125818.51,163732535.87,18.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4757903.60,29482019.39,6.20
1998,KS,35921396.94,235189621.08,159148895.34,17.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34239922.99,1681473.95,0.05
1999,KS,39489093.49,235937748.46,176734586.64,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35921396.94,3567696.55,0.10
2000,KS,41430221.13,232570051.34,181275957.92,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39489093.49,1941127.64,0.05
2001,KS,40157706.90,240613772.80,169513408.96,21.00,1.23,1371.60,0.01,20388002.67,1659474.90,10346651.00,65393.00,0.00,0.00,0.00,41430221.13,-1272514.24,-0.03
2002,KS,45039403.03,259525920.83,190162292.89,22.00,1.32,1371.60,0.01,23082243.71,1552866.02,9041702.00,418678.00,0.00,0.00,0.00,40157706.90,4881696.14,0.12
2003,KS,45021956.79,282033024.93,188275059.31,24.00,0.97,1392.00,0.01,35178204.88,2043874.26,8889667.00,376723.50,0.00,0.00,0.00,45039403.03,-17446.25,0.00
2004,KS,43619670.12,247784107.65,184983621.63,21.00,0.93,1542.00,0.01,34657286.86,1605506.59,10132736.00,369426.00,0.00,0.00,0.00,45021956.79,-1402286.66,-0.03
2005,KS,43223785.63,272930854.59,177240330.39,23.00,0.94,3292.00,0.02,34557945.90,2016518.78,8820945.00,437160.00,0.00,0.00,0.00,43619670.12,-395884.49,-0.01
2006,KS,39893626.53,222450611.93,159027501.59,23.00,0.88,4492.80,0.03,33361799.08,1790409.74,9350269.00,1001539.00,0.00,0.00,0.00,43223785.63,-3330159.10,-0.08
2007,KS,43010570.96,231543439.92,139623509.38,22.00,0.86,4796.80,0.03,36483446.16,2095136.05,10369136.00,1163039.00,0.00,0.00,0.00,39893626.53,3116944.44,0.08
2008,KS,40569466.27,191804015.70,105799963.53,23.00,0.29,10007.10,0.06,102528476.91,6552085.39,25491480.00,5309957.65,2217542388.54,160958176.12,0.00,43010570.96,-2441104.69,-0.06
2009,KS,38901449.31,103121270.01,95726598.95,23.00,0.28,12180.70,0.07,97290063.23,7796542.78,26305644.00,8628193.64,2090199615.23,184862721.02,0.00,40569466.27,-1668016.96,-0.04
2010,KS,39756089.62,90501198.15,97893100.49,22.00,0.28,13594.10,0.08,97959780.65,6708433.04,28667136.00,10254835.66,2468634389.46,193441581.70,0.00,38901449.31,854640.30,0.02
2011,KS,39123378.08,79183412.61,86406365.41,23.00,0.29,16846.70,0.10,95234679.56,7484609.50,21956664.00,11204172.00,2431108551.05,212995355.86,0.00,39756089.62,-632711.54,-0.02
2012,KS,35054521.98,65880503.56,66528689.66,22.00,0.26,33162.00,0.18,84247706.88,8341357.84,24854772.00,15202917.00,2170263902.18,190495393.96,0.00,39123378.08,-4068856.09,-0.10
2013,KS,36325134.15,60042088.75,57084331.45,22.00,0.25,36695.90,0.19,89595195.59,5790939.49,21504903.00,28343142.02,2225478204.93,112330129.25,0.00,35054521.98,1270612.17,0.04
2014,KS,34899396.10,63067583.03,52474331.58,22.00,0.23,37026.90,0.19,86511210.00,4278691.98,25675152.00,32583224.99,2504780078.67,108228596.40,0.00,36325134.15,-1425738.06,-0.04
2015,KS,30499353.61,27702166.86,35072901.06,22.00,0.22,43810.40,0.22,73119342.36,4321685.02,25890534.00,33057810.00,2760164570.00,111838633.76,0.00,34899396.10,-4400042.48,-0.13
2016,KS,28270989.41,14268526.25,29294515.02,21.00,0.20,54971.70,0.26,69455576.79,5986641.65,24738126.00,42430562.99,2237047387.03,158526068.76,0.00,30499353.61,-2228364.21,-0.07
2017,KS,24065418.42,11108401.14,25762503.07,21.00,0.16,62842.80,0.29,58409430.02,6318437.45,31943961.00,55897712.96,1895477957.69,167398677.72,0.00,28270989.41,-4205570.99,-0.15
2018,KS,25312231.23,10891769.76,27406604.10,21.00,0.16,66495.90,0.30,61599891.12,8894252.68,27504867.00,56824947.07,1947459383.19,220911848.21,0.00,24065418.42,1246812.81,0.05
2019,KS,22336460.19,9715185.27,24864845.53,18.00,0.15,75098.10,0.35,52265964.43,8951208.19,27743202.00,63466004.25,1735311643.58,213977215.51,0.00,25312231.23,-2975771.05,-0.12
2020,KS,21574057.77,8249928.45,22267439.99,18.00,0.13,84069.60,0.37,51471186.15,8015084.39,31747446.00,72004089.01,1727519924.67,178408606.08,0.00,22336460.19,-762402.42,-0.03
2021,KS,23352135.30,8385531.54,24283000.50,18.00,0.14,100361.80,0.42,58475321.90,8043970.74,25724196.00,77181168.00,1933938803.11,159018712.25,0.00,21574057.77,1778077.54,0.08
2022,KS,25015237.28,8655659.15,25091070.18,18.00,0.13,101083.30,0.42,61119329.82,9860435.35,26945877.00,89356614.02,2041907869.84,205281025.22,0.00,23352135.30,1663101.97,0.07
2023,KS,20956334.52,6415846.56,19904058.48,18.00,0.12,110744.70,0.44,49379975.93,12739305.53,30905595.00,82102056.00,1927909005.89,310282574.53,0.00,25015237.28,-4058902.76,-0.16
2024,KS,18144294.87,5437722.45,18859757.85,18.00,,9825.40,0.40,0.00,0.00,0.00,0.00,147317143.33,35283942.73,0.00,20956334.52,-2812039.65,-0.13
1995,KY,41453300.07,767950401.64,322439933.13,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1996,KY,44533224.82,711553475.73,326966894.16,12.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,41453300.07,3079924.75,0.07
1997,KY,100192170.33,1338149373.52,721711427.72,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44533224.82,55658945.51,1.25
1998,KY,98990652.05,1250072178.46,638822439.42,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100192170.33,-1201518.28,-0.01
1999,KY,104642964.64,1317964953.98,614112141.78,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98990652.05,5652312.59,0.06
2000,KY,103637011.61,1169833190.57,493263193.38,23.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104642964.64,-1005953.03,-0.01
2001,KY,102738152.96,1070890944.15,464544835.15,25.00,1.26,10432.80,0.04,77377264.29,473322.89,0.00,3855508.01,0.00,0.00,0.00,103637011.61,-898858.65,-0.01
2002,KY,98033640.64,965306692.78,397164482.08,26.00,1.23,10432.80,0.04,74246724.84,1050424.30,0.00,4024748.99,0.00,0.00,0.00,102738152.96,-4704512.32,-0.05
2003,KY,95772060.71,1059118207.01,370336608.22,27.00,1.05,10444.80,0.04,87081749.58,365617.00,0.00,3948051.99,0.00,0.00,0.00,98033640.64,-2261579.93,-0.02
2004,KY,96548506.41,1027415522.93,328339084.92,25.00,1.02,10444.80,0.04,89815799.73,500329.02,0.00,3780251.00,0.00,0.00,0.00,95772060.71,776445.70,0.01
2005,KY,100174369.27,1000447263.01,326711065.73,26.00,1.02,10444.80,0.04,92838770.72,1583945.05,0.00,2961193.00,0.00,0.00,0.00,96548506.41,3625862.86,0.04
2006,KY,102327949.35,856155966.74,343634432.49,26.00,1.04,10444.80,0.04,94618698.01,1109797.07,0.00,2591700.99,0.00,0.00,0.00,100174369.27,2153580.08,0.02
2007,KY,101821609.88,760627720.33,349715628.12,27.00,1.05,10549.80,0.04,93338273.43,1745416.73,0.00,1668587.00,0.00,0.00,0.00,102327949.35,-506339.47,0.00
2008,KY,101434189.69,689747625.12,315858215.39,26.00,0.35,10612.20,0.04,283641450.72,2767965.05,0.00,5752409.98,4924903248.00,49913171.75,0.00,101821609.88,-387420.18,0.00
2009,KY,92614351.30,504003206.50,157534471.86,25.00,0.34,10866.60,0.04,258321211.36,2473828.56,0.00,9952922.99,4853527136.92,43975303.19,0.00,101434189.69,-8819838.39,-0.09
2010,KY,101674686.77,543018376.92,183648836.80,26.00,0.35,11030.40,0.04,280203044.13,5327550.05,0.00,7740737.98,4771814393.01,98871278.33,0.00,92614351.30,9060335.46,0.10
2011,KY,100916639.91,492791188.49,184102059.38,26.00,0.34,11030.40,0.04,280000110.24,4329053.87,0.00,8907936.04,4765525135.89,79842998.02,0.00,101674686.77,-758046.86,-0.01
2012,KY,93168010.37,372352175.57,160324406.60,25.00,0.35,11030.40,0.04,253074848.79,8655487.37,0.00,7085346.04,4542883670.49,159265380.57,0.00,100916639.91,-7748629.54,-0.08
2013,KY,92255592.59,376227519.80,169754591.89,25.00,0.34,11044.00,0.04,254286710.07,4030726.90,0.00,9825642.02,4500818951.05,75093724.18,0.00,93168010.37,-912417.78,-0.01
2014,KY,93176296.71,404081065.23,173757007.67,24.00,0.34,11044.00,0.04,254572018.25,7264960.37,0.00,9430700.98,4476013252.34,142065672.91,0.00,92255592.59,920704.12,0.01
2015,KY,83849951.81,263392715.77,131354735.72,24.00,0.34,11044.00,0.03,216232777.10,17632146.80,0.00,10210442.99,3950124707.47,277661799.97,0.00,93176296.71,-9326344.90,-0.10
2016,KY,79177545.90,152842849.01,115322440.49,21.00,0.33,13526.30,0.04,204403955.01,24461459.52,0.00,10468985.96,4151279907.01,417080536.24,0.00,83849951.81,-4672405.91,-0.06
2017,KY,68761812.78,114236394.07,91939284.86,21.00,0.31,14541.60,0.05,173512500.45,30907311.27,0.00,13577709.02,3558228443.77,509661934.54,0.00,79177545.90,-10415733.12,-0.13
2018,KY,72498961.22,110318651.07,94784095.83,21.00,0.31,14689.70,0.05,178049943.66,43644868.65,0.00,13371807.03,3709328645.61,705394905.38,0.00,68761812.78,3737148.44,0.05
2019,KY,64124624.41,99892508.73,82485235.39,21.00,0.30,14689.70,0.05,155589423.08,45802802.41,0.00,12829622.97,3392338905.47,712878578.60,0.00,72498961.22,-8374336.81,-0.12
2020,KY,53700564.42,75954707.40,57214586.52,20.00,0.28,15064.20,0.05,131353863.25,42916519.58,0.00,15144974.97,2698313641.54,642005293.81,0.00,64124624.41,-10424059.98,-0.16
2021,KY,61116499.60,96031566.57,64146011.02,19.00,0.29,15113.90,0.06,150114777.31,43469953.84,0.00,14756546.99,3006342517.02,676893976.87,0.00,53700564.42,7415935.18,0.14
2022,KY,60352642.82,90639591.52,63877814.57,19.00,0.29,16008.00,0.06,141849849.38,50519175.70,0.00,13730052.02,3144228891.61,847808606.59,0.00,61116499.60,-763856.78,-0.01
2023,KY,54971232.71,69648445.58,59902342.84,19.00,0.29,16362.80,0.06,129374126.75,44297059.21,0.00,12328313.95,2981503911.45,674902818.33,0.00,60352642.82,-5381410.12,-0.09
2024,KY,58481940.13,79468498.43,64182020.53,19.00,,4104.80,0.13,0.00,0.00,0.00,0.00,421768034.90,121308304.95,0.00,54971232.71,3510707.43,0.06
1997,LA,42435141.97,247832322.77,173728700.05,21.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,
1998,LA,44180535.62,236740666.68,183087847.62,22.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42435141.97,1745393.64,0.04
1999,LA,47693001.73,239414497.80,206345400.39,24.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44180535.62,3512466.11,0.08
2000,LA,54064749.68,220802525.90,197179113.04,26.00,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,47693001.73,6371747.95,0.13
2001,LA,46599239.17,225609012.46,162576245.78,27.00,0.63,5461.20,0.02,19929431.34,33884296.80,17336135.00,732217.00,0.00,0.00,0.00,54064749.68,-7465510.51,-0.14
2002,LA,46890296.09,203774658.77,160729384.50,32.00,0.63,4741.20,0.01,24581492.00,30532194.71,17305328.00,891441.00,0.00,0.00,0.00,46599239.17,291056.92,0.01
2003,LA,46868329.19,209817605.71,137345276.81,30.00,0.55,4735.20,0.01,23682442.27,43635853.27,16126322.00,891991.00,0.00,0.00,0.00,46890296.09,-21966.90,0.00
2004,LA,50045023.67,220202012.04,133369141.91,31.00,0.53,6640.80,0.02,26177444.35,47783038.69,17079981.00,1098825.00,0.00,0.00,0.00,46868329.19,3176694.47,0.07
2005,LA,50379591.98,207403700.04,126916469.00,32.00,0.55,6640.80,0.02,25285105.92,47853147.15,15676353.00,810948.00,0.00,0.00,0.00,50045023.67,334568.31,0.01
2006,LA,47564490.36,194114476.72,106769944.76,32.00,0.52,6618.80,0.02,26519877.67,44270052.83,16735448.00,713215.00,0.00,0.00,0.00,50379591.98,-2815101.62,-0.06
2007,LA,47548399.56,156101127.21,103796963.36,32.00,0.51,7431.20,0.02,25362465.63,46194717.39,17077572.00,826642.00,0.00,0.00,0.00,47564490.36,-16090.80,0.00
2008,LA,48205078.26,152603771.78,96590192.43,32.00,0.17,7431.20,0.02,80783903.14,139111904.11,46112964.00,3193119.00,1927030091.91,3503121266.56,0.00,47548399.56,656678.70,0.01
2009,LA,46758297.14,140766875.82,84720198.22,32.00,0.17,7431.20,0.02,78553160.76,133314252.93,50346231.00,3709053.00,2198507030.62,3324493620.64,0.00,48205078.26,-1446781.12,-0.03
2010,LA,52660501.30,197009881.95,93149926.84,32.00,0.17,7429.20,0.02,85434266.01,156294830.62,55918041.00,3326382.00,1878867371.53,3886778703.06,0.00,46758297.14,5902204.17,0.13
2011,LA,56122511.91,173972609.41,93618998.02,32.00,0.18,6717.60,0.02,92457960.27,163921717.51,49844925.00,3132057.00,2144973587.80,4045484190.63,0.00,52660501.30,3462010.60,0.07
2012,LA,53205808.77,158303720.66,85069572.86,32.00,0.17,7663.20,0.02,77208705.76,171985802.31,46977396.00,2039832.00,2017269354.63,3886732370.35,0.00,56122511.91,-2916703.13,-0.05
2013,LA,51247055.16,146594545.32,72690044.40,32.00,0.17,8556.00,0.02,81817238.51,159945651.94,50863182.00,3133683.00,1974272638.32,3386245367.58,0.00,53205808.77,-1958753.61,-0.04
2014,LA,50693017.49,136307140.36,71924963.74,31.00,0.16,8556.00,0.02,74940880.62,171989027.23,51933990.00,3270114.00,1784636207.65,3479753413.51,0.00,51247055.16,-554037.67,-0.01
2015,LA,50904839.11,107077264.28,81043907.04,31.00,0.16,9096.00,0.02,62001013.13,199730805.52,45902208.00,2997108.00,1585587092.63,3906698593.70,0.00,50693017.49,211821.62,0.00
2016,LA,47993816.95,86663132.70,74913160.51,30.00,0.15,8299.20,0.02,56815285.03,198299329.45,51455478.00,3309069.00,1099597912.88,3877519044.19,0.00,50904839.11,-2911022.16,-0.06
2017,LA,44279636.40,79402271.90,56021809.18,28.00,0.15,9159.20,0.03,53643689.98,178701605.34,46229235.00,2718711.01,1309559852.66,3874705872.39,0.00,47993816.95,-3714180.56,-0.08
2018,LA,44497727.79,76357772.38,57173258.38,28.00,0.15,9227.80,0.03,51287682.83,187280788.60,51457746.00,3544119.00,1339813623.88,4127507958.91,0.00,44279636.40,218091.39,0.00
2019,LA,41893883.66,47386109.42,57713811.12,29.00,0.14,9277.80,0.03,34473976.57,207355429.55,41944005.00,4101510.02,1044947859.75,4615505817.26,0.00,44497727.79,-2603844.13,-0.06
2020,LA,38286765.64,23401647.47,45386402.21,31.00,0.13,10108.60,0.03,23183444.09,213673717.38,50848761.00,3729311.96,793591438.03,4683997551.06,0.00,41893883.66,-3607118.03,-0.09
2021,LA,40316676.70,47201887.17,42977070.42,31.00,0.14,10631.10,0.03,37459777.03,190080670.76,51746022.00,3766713.04,862848635.38,4157572798.98,0.00,38286765.64,2029911.06,0.05
2022,LA,43807780.05,42584531.77,44965449.26,29.00,0.14,11027.70,0.03,37028927.94,217145551.12,48494163.00,3336716.99,1000370935.47,4754028642.52,0.00,40316676.70,3491103.35,0.09
2023,LA,38922757.60,23202793.84,36473719.37,28.00,0.13,13713.60,0.04,20814445.19,222455884.77,36634371.00,2997831.00,777899069.00,4795618827.26,0.00,43807780.05,-4885022.45,-0.11
